Student Name,Student Number,Course Name,Module enrolled in,Module completed,Grade,Module to repeat,
Dario Nolan,S608,Geography,Environmental Geography,,15,Environmental Geography,
Dario Nolan,S608,Geography,Urban Geography,Urban Geography,47,,
Lizeth Hancock,S609,Geography,Geographical Information Systems,,10,Geographical Information Systems,
Lizeth Hancock,S609,Geography,Environmental Geography,Environmental Geography,56,,
Lizeth Hancock,S609,Geography,Urban Geography,,37,Urban Geography,
Maritza Mcgowan,S610,Geography,Geographical Information Systems,,16,Geographical Information Systems,
Maritza Mcgowan,S610,Geography,Environmental Geography,,17,Environmental Geography,
Maritza Mcgowan,S610,Geography,Urban Geography,,20,Urban Geography,
Janet Frye,S612,Industrial Engineering,Introduction to Industrial Engineering,,13,Introduction to Industrial Engineering,
Janet Frye,S612,Industrial Engineering,Production Systems,,27,Production Systems,
Janet Frye,S612,Industrial Engineering,Quality Control,Quality Control,54,,
Deandre Harding,S613,Industrial Engineering,Introduction to Industrial Engineering,Introduction to Industrial Engineering,58,,
Deandre Harding,S613,Industrial Engineering,Production Systems,,21,Production Systems,
Deandre Harding,S613,Industrial Engineering,Quality Control,,24,Quality Control,
Anais Mcclain,S614,Industrial Engineering,Introduction to Industrial Engineering,,16,Introduction to Industrial Engineering,
Anais Mcclain,S614,Industrial Engineering,Production Systems,,0,Production Systems,
Anais Mcclain,S614,Industrial Engineering,Quality Control,,28,Quality Control,
Avery Terrell,S615,Industrial Engineering,Introduction to Industrial Engineering,Introduction to Industrial Engineering,81,,
Avery Terrell,S615,Industrial Engineering,Production Systems,Production Systems,76,,
Avery Terrell,S615,Industrial Engineering,Quality Control,Quality Control,90,,
Roselyn Foley,S616,Industrial Engineering,Introduction to Industrial Engineering,,18,Introduction to Industrial Engineering,
Roselyn Foley,S616,Industrial Engineering,Production Systems,Production Systems,81,,
Roselyn Foley,S616,Industrial Engineering,Quality Control,Quality Control,87,,
Jordy Cortez,S617,Industrial Engineering,Introduction to Industrial Engineering,,35,Introduction to Industrial Engineering,
Jordy Cortez,S617,Industrial Engineering,Production Systems,,34,Production Systems,
Jordy Cortez,S617,Industrial Engineering,Quality Control,Quality Control,80,,
Kamila Contreras,S618,Industrial Engineering,Introduction to Industrial Engineering,Introduction to Industrial Engineering,51,,
Kamila Contreras,S618,Industrial Engineering,Production Systems,,38,Production Systems,
Kamila Contreras,S618,Industrial Engineering,Quality Control,Quality Control,95,,
Reuben Madden,S619,Industrial Engineering,Introduction to Industrial Engineering,Introduction to Industrial Engineering,93,,
Reuben Madden,S619,Industrial Engineering,Production Systems,Production Systems,49,,
Reuben Madden,S619,Industrial Engineering,Quality Control,Quality Control,67,,
Elle Mckay,S620,Industrial Engineering,Introduction to Industrial Engineering,Introduction to Industrial Engineering,43,,
Elle Mckay,S620,Industrial Engineering,Production Systems,Production Systems,41,,
Elle Mckay,S620,Industrial Engineering,Quality Control,Quality Control,48,,
Ismael Mcknight,S621,Industrial Engineering,Introduction to Industrial Engineering,,34,Introduction to Industrial Engineering,
Ismael Mcknight,S621,Industrial Engineering,Production Systems,Production Systems,84,,
Ismael Mcknight,S621,Industrial Engineering,Quality Control,,19,Quality Control,
Cherish Randolph,S622,Industrial Engineering,Introduction to Industrial Engineering,Introduction to Industrial Engineering,50,,
Cherish Randolph,S622,Industrial Engineering,Production Systems,Production Systems,57,,
Cherish Randolph,S622,Industrial Engineering,Quality Control,Quality Control,67,,
Gwendolyn Bryan,S624,Marine Biology,Marine Ecology,Marine Ecology,91,,
Gwendolyn Bryan,S624,Marine Biology,Marine Conservation,Marine Conservation,91,,
Gwendolyn Bryan,S624,Marine Biology,Marine Biodiversity,Marine Biodiversity,66,,
Louisa Chaney,S625,Marine Biology,Marine Ecology,,28,Marine Ecology,
Louisa Chaney,S625,Marine Biology,Marine Conservation,Marine Conservation,64,,
Louisa Chaney,S625,Marine Biology,Marine Biodiversity,Marine Biodiversity,68,,
Karlie Horne,S626,Marine Biology,Marine Ecology,,34,Marine Ecology,
Karlie Horne,S626,Marine Biology,Marine Conservation,Marine Conservation,99,,
Karlie Horne,S626,Marine Biology,Marine Biodiversity,Marine Biodiversity,70,,
Abbey Frye,S627,Marine Biology,Marine Ecology,Marine Ecology,83,,
Abbey Frye,S627,Marine Biology,Marine Conservation,,15,Marine Conservation,
Abbey Frye,S627,Marine Biology,Marine Biodiversity,,38,Marine Biodiversity,
Saniya Robles,S628,Marine Biology,Marine Ecology,Marine Ecology,94,,
Saniya Robles,S628,Marine Biology,Marine Conservation,,15,Marine Conservation,
Saniya Robles,S628,Marine Biology,Marine Biodiversity,Marine Biodiversity,95,,
Kamora Calhoun,S629,Marine Biology,Marine Ecology,Marine Ecology,85,,
Kamora Calhoun,S629,Marine Biology,Marine Conservation,,32,Marine Conservation,
Kamora Calhoun,S629,Marine Biology,Marine Biodiversity,Marine Biodiversity,81,,
Alani Dalton,S631,Philology,Language Acquisition,Language Acquisition,84,,
Alani Dalton,S631,Philology,Linguistic Anthropology I,,9,Linguistic Anthropology I,
Alani Dalton,S631,Philology,Language and Society,Language and Society,90,,
Marcel Dunlap,S632,Philology,Language Acquisition,,3,Language Acquisition,
Marcel Dunlap,S632,Philology,Linguistic Anthropology I,Linguistic Anthropology I,55,,
Marcel Dunlap,S632,Philology,Language and Society,Language and Society,84,,
Brett Cardenas,S633,Philology,Language Acquisition,Language Acquisition,80,,
Brett Cardenas,S633,Philology,Linguistic Anthropology I,Linguistic Anthropology I,93,,
Brett Cardenas,S633,Philology,Language and Society,,6,Language and Society,
Kasen Vazquez,S634,Philology,Language Acquisition,,38,Language Acquisition,
Kasen Vazquez,S634,Philology,Linguistic Anthropology I,,15,Linguistic Anthropology I,
Kasen Vazquez,S634,Philology,Language and Society,,23,Language and Society,
Jaylyn Monroe,S635,Philology,Language Acquisition,Language Acquisition,50,,
Jaylyn Monroe,S635,Philology,Linguistic Anthropology I,,6,Linguistic Anthropology I,
Jaylyn Monroe,S635,Philology,Language and Society,Language and Society,67,,
Nico Camacho,S636,Philology,Language Acquisition,Language Acquisition,72,,
Nico Camacho,S636,Philology,Linguistic Anthropology I,,28,Linguistic Anthropology I,
Nico Camacho,S636,Philology,Language and Society,,20,Language and Society,
Johanna Rivers,S637,Philology,Language Acquisition,,34,Language Acquisition,
Johanna Rivers,S637,Philology,Linguistic Anthropology I,Linguistic Anthropology I,48,,
Johanna Rivers,S637,Philology,Language and Society,Language and Society,47,,
Marley Delaney,S638,Philology,Language Acquisition,Language Acquisition,95,,
Marley Delaney,S638,Philology,Linguistic Anthropology I,Linguistic Anthropology I,60,,
Marley Delaney,S638,Philology,Language and Society,Language and Society,58,,
Maxim Nolan,S639,Philology,Language Acquisition,,26,Language Acquisition,
Maxim Nolan,S639,Philology,Linguistic Anthropology I,,39,Linguistic Anthropology I,
Maxim Nolan,S639,Philology,Language and Society,Language and Society,68,,
Kolten Marquez,S640,Philology,Language Acquisition,Language Acquisition,73,,
Kolten Marquez,S640,Philology,Linguistic Anthropology I,Linguistic Anthropology I,55,,
Kolten Marquez,S640,Philology,Language and Society,Language and Society,90,,
Adan Townsend,S641,Philology,Language Acquisition,,13,Language Acquisition,
Adan Townsend,S641,Philology,Linguistic Anthropology I,Linguistic Anthropology I,57,,
Adan Townsend,S641,Philology,Language and Society,,4,Language and Society,
Bryanna Garcia,S642,Philology,Language Acquisition,Language Acquisition,61,,
Bryanna Garcia,S642,Philology,Linguistic Anthropology I,Linguistic Anthropology I,75,,
Bryanna Garcia,S642,Philology,Language and Society,Language and Society,80,,
Libby Whitney,S643,Philology,Language Acquisition,,12,Language Acquisition,
Libby Whitney,S643,Philology,Linguistic Anthropology I,,16,Linguistic Anthropology I,
Libby Whitney,S643,Philology,Language and Society,,25,Language and Society,
Elisabeth Weaver,S645,Robotics,Introduction to Robotics,,8,Introduction to Robotics,
Elisabeth Weaver,S645,Robotics,Robot Kinematics and Dynamics,,38,Robot Kinematics and Dynamics,
Elisabeth Weaver,S645,Robotics,Control Systems,Control Systems,94,,
Salma Ferrell,S646,Robotics,Introduction to Robotics,,18,Introduction to Robotics,
Salma Ferrell,S646,Robotics,Robot Kinematics and Dynamics,Robot Kinematics and Dynamics,71,,
Salma Ferrell,S646,Robotics,Control Systems,Control Systems,79,,
Keyla Calhoun,S647,Robotics,Introduction to Robotics,Introduction to Robotics,46,,
Keyla Calhoun,S647,Robotics,Robot Kinematics and Dynamics,,1,Robot Kinematics and Dynamics,
Keyla Calhoun,S647,Robotics,Control Systems,,7,Control Systems,
Kayden Shaw,S648,Robotics,Introduction to Robotics,Introduction to Robotics,67,,
Kayden Shaw,S648,Robotics,Robot Kinematics and Dynamics,,26,Robot Kinematics and Dynamics,
Kayden Shaw,S648,Robotics,Control Systems,Control Systems,81,,
Mara Leon,S649,Robotics,Introduction to Robotics,,6,Introduction to Robotics,
Mara Leon,S649,Robotics,Robot Kinematics and Dynamics,,17,Robot Kinematics and Dynamics,
Mara Leon,S649,Robotics,Control Systems,,14,Control Systems,
Paola Logan,S650,Robotics,Introduction to Robotics,,10,Introduction to Robotics,
Paola Logan,S650,Robotics,Robot Kinematics and Dynamics,Robot Kinematics and Dynamics,70,,
Paola Logan,S650,Robotics,Control Systems,Control Systems,92,,
Sanaa Browning,S651,Robotics,Introduction to Robotics,Introduction to Robotics,41,,
Sanaa Browning,S651,Robotics,Robot Kinematics and Dynamics,Robot Kinematics and Dynamics,80,,
Sanaa Browning,S651,Robotics,Control Systems,Control Systems,57,,
Katelynn Eaton,S652,Robotics,Introduction to Robotics,Introduction to Robotics,74,,
Katelynn Eaton,S652,Robotics,Robot Kinematics and Dynamics,,11,Robot Kinematics and Dynamics,
Katelynn Eaton,S652,Robotics,Control Systems,Control Systems,67,,
Leandro Patterson,S653,Robotics,Introduction to Robotics,Introduction to Robotics,80,,
Leandro Patterson,S653,Robotics,Robot Kinematics and Dynamics,Robot Kinematics and Dynamics,95,,
Leandro Patterson,S653,Robotics,Control Systems,,27,Control Systems,
Adrianna Oconnell,S654,Robotics,Introduction to Robotics,Introduction to Robotics,90,,
Adrianna Oconnell,S654,Robotics,Robot Kinematics and Dynamics,Robot Kinematics and Dynamics,51,,
Adrianna Oconnell,S654,Robotics,Control Systems,,5,Control Systems,
Braelyn Vaughn,S655,Robotics,Introduction to Robotics,Introduction to Robotics,90,,
Braelyn Vaughn,S655,Robotics,Robot Kinematics and Dynamics,Robot Kinematics and Dynamics,75,,
Braelyn Vaughn,S655,Robotics,Control Systems,,26,Control Systems,
Aryana Burgess,S656,Robotics,Introduction to Robotics,,12,Introduction to Robotics,
Aryana Burgess,S656,Robotics,Robot Kinematics and Dynamics,,11,Robot Kinematics and Dynamics,
Aryana Burgess,S656,Robotics,Control Systems,,8,Control Systems,
Tess Leonard,S657,Robotics,Introduction to Robotics,,12,Introduction to Robotics,
Tess Leonard,S657,Robotics,Robot Kinematics and Dynamics,,12,Robot Kinematics and Dynamics,
Tess Leonard,S657,Robotics,Control Systems,Control Systems,84,,
Brodie Ritter,S658,Robotics,Introduction to Robotics,,20,Introduction to Robotics,
Brodie Ritter,S658,Robotics,Robot Kinematics and Dynamics,Robot Kinematics and Dynamics,71,,
Brodie Ritter,S658,Robotics,Control Systems,,37,Control Systems,
Ralph Snow,S660,Public Administration,Public Policy Analysis I,Public Policy Analysis I,84,,
Ralph Snow,S660,Public Administration,Policy Implementation I,Policy Implementation I,47,,
Ralph Snow,S660,Public Administration,Policy Evaluation I,Policy Evaluation I,68,,
Josue Mcintosh,S661,Public Administration,Public Policy Analysis I,Public Policy Analysis I,77,,
Josue Mcintosh,S661,Public Administration,Policy Implementation I,Policy Implementation I,74,,
Josue Mcintosh,S661,Public Administration,Policy Evaluation I,Policy Evaluation I,89,,
Shyla Best,S662,Public Administration,Public Policy Analysis I,,28,Public Policy Analysis I,
Shyla Best,S662,Public Administration,Policy Implementation I,Policy Implementation I,57,,
Shyla Best,S662,Public Administration,Policy Evaluation I,,33,Policy Evaluation I,
Mitchell Gay,S663,Public Administration,Public Policy Analysis I,,0,Public Policy Analysis I,
Mitchell Gay,S663,Public Administration,Policy Implementation I,Policy Implementation I,46,,
Mitchell Gay,S663,Public Administration,Policy Evaluation I,Policy Evaluation I,96,,
Kian Wall,S664,Public Administration,Public Policy Analysis I,Public Policy Analysis I,80,,
Kian Wall,S664,Public Administration,Policy Implementation I,,20,Policy Implementation I,
Kian Wall,S664,Public Administration,Policy Evaluation I,,5,Policy Evaluation I,
Giovani Bradshaw,S665,Public Administration,Public Policy Analysis I,,40,Public Policy Analysis I,
Giovani Bradshaw,S665,Public Administration,Policy Implementation I,Policy Implementation I,74,,
Giovani Bradshaw,S665,Public Administration,Policy Evaluation I,Policy Evaluation I,47,,
Maliyah Chandler,S666,Public Administration,Public Policy Analysis I,Public Policy Analysis I,82,,
Maliyah Chandler,S666,Public Administration,Policy Implementation I,Policy Implementation I,58,,
Maliyah Chandler,S666,Public Administration,Policy Evaluation I,,7,Policy Evaluation I,
Sheldon Decker,S667,Public Administration,Public Policy Analysis I,,5,Public Policy Analysis I,
Sheldon Decker,S667,Public Administration,Policy Implementation I,Policy Implementation I,67,,
Sheldon Decker,S667,Public Administration,Policy Evaluation I,Policy Evaluation I,69,,
Santino Warner,S668,Public Administration,Public Policy Analysis I,,30,Public Policy Analysis I,
Santino Warner,S668,Public Administration,Policy Implementation I,,5,Policy Implementation I,
Santino Warner,S668,Public Administration,Policy Evaluation I,Policy Evaluation I,74,,
Kyra Gilbert,S669,Public Administration,Public Policy Analysis I,Public Policy Analysis I,72,,
Kyra Gilbert,S669,Public Administration,Policy Implementation I,Policy Implementation I,57,,
Kyra Gilbert,S669,Public Administration,Policy Evaluation I,Policy Evaluation I,92,,
Madalyn Hodges,S671,Health Sciences,Introduction to Health Sciences,Introduction to Health Sciences,41,,
Madalyn Hodges,S671,Health Sciences,Healthcare Ethics,,20,Healthcare Ethics,
Madalyn Hodges,S671,Health Sciences,Healthcare Management,,26,Healthcare Management,
Kamren Mcknight,S672,Health Sciences,Introduction to Health Sciences,Introduction to Health Sciences,90,,
Kamren Mcknight,S672,Health Sciences,Healthcare Ethics,Healthcare Ethics,94,,
Kamren Mcknight,S672,Health Sciences,Healthcare Management,,3,Healthcare Management,
Emilia Schmidt,S673,Health Sciences,Introduction to Health Sciences,,19,Introduction to Health Sciences,
Emilia Schmidt,S673,Health Sciences,Healthcare Ethics,Healthcare Ethics,60,,
Emilia Schmidt,S673,Health Sciences,Healthcare Management,Healthcare Management,81,,
Roger Mccall,S674,Health Sciences,Introduction to Health Sciences,Introduction to Health Sciences,70,,
Roger Mccall,S674,Health Sciences,Healthcare Ethics,,37,Healthcare Ethics,
Roger Mccall,S674,Health Sciences,Healthcare Management,Healthcare Management,88,,
Trevon Patel,S675,Health Sciences,Introduction to Health Sciences,Introduction to Health Sciences,85,,
Trevon Patel,S675,Health Sciences,Healthcare Ethics,Healthcare Ethics,81,,
Trevon Patel,S675,Health Sciences,Healthcare Management,,28,Healthcare Management,
Emmalynn Harrington,S676,Health Sciences,Introduction to Health Sciences,,14,Introduction to Health Sciences,
Emmalynn Harrington,S676,Health Sciences,Healthcare Ethics,Healthcare Ethics,81,,
Emmalynn Harrington,S676,Health Sciences,Healthcare Management,,32,Healthcare Management,
Dulce Lang,S677,Health Sciences,Introduction to Health Sciences,Introduction to Health Sciences,46,,
Dulce Lang,S677,Health Sciences,Healthcare Ethics,,5,Healthcare Ethics,
Dulce Lang,S677,Health Sciences,Healthcare Management,Healthcare Management,76,,
Bridget Porter,S678,Health Sciences,Introduction to Health Sciences,,20,Introduction to Health Sciences,
Bridget Porter,S678,Health Sciences,Healthcare Ethics,Healthcare Ethics,59,,
Bridget Porter,S678,Health Sciences,Healthcare Management,,6,Healthcare Management,
Briley Moran,S679,Health Sciences,Introduction to Health Sciences,Introduction to Health Sciences,79,,
Briley Moran,S679,Health Sciences,Healthcare Ethics,Healthcare Ethics,48,,
Briley Moran,S679,Health Sciences,Healthcare Management,Healthcare Management,48,,
Judah Ochoa,S681,Chemical Engineering,Chemical Process Principles,,13,Chemical Process Principles,
Judah Ochoa,S681,Chemical Engineering,Transport Phenomena,Transport Phenomena,55,,
Judah Ochoa,S681,Chemical Engineering,Process Control,Process Control,78,,
Laney Dalton,S682,Chemical Engineering,Chemical Process Principles,Chemical Process Principles,63,,
Laney Dalton,S682,Chemical Engineering,Transport Phenomena,Transport Phenomena,92,,
Laney Dalton,S682,Chemical Engineering,Process Control,,26,Process Control,
Marcelo Whitaker,S683,Chemical Engineering,Chemical Process Principles,Chemical Process Principles,99,,
Marcelo Whitaker,S683,Chemical Engineering,Transport Phenomena,Transport Phenomena,59,,
Marcelo Whitaker,S683,Chemical Engineering,Process Control,Process Control,41,,
Sherlyn Dickson,S684,Chemical Engineering,Chemical Process Principles,Chemical Process Principles,90,,
Sherlyn Dickson,S684,Chemical Engineering,Transport Phenomena,Transport Phenomena,58,,
Sherlyn Dickson,S684,Chemical Engineering,Process Control,,20,Process Control,
Alessandra Duran,S685,Chemical Engineering,Chemical Process Principles,Chemical Process Principles,85,,
Alessandra Duran,S685,Chemical Engineering,Transport Phenomena,Transport Phenomena,89,,
Alessandra Duran,S685,Chemical Engineering,Process Control,Process Control,58,,
Bridger Benjamin,S686,Chemical Engineering,Chemical Process Principles,,11,Chemical Process Principles,
Bridger Benjamin,S686,Chemical Engineering,Transport Phenomena,Transport Phenomena,71,,
Bridger Benjamin,S686,Chemical Engineering,Process Control,,30,Process Control,
Braelynn Mcneil,S687,Chemical Engineering,Chemical Process Principles,Chemical Process Principles,59,,
Braelynn Mcneil,S687,Chemical Engineering,Transport Phenomena,Transport Phenomena,76,,
Braelynn Mcneil,S687,Chemical Engineering,Process Control,Process Control,97,,
Annabella Booker,S689,Creative Writing,Introduction to Creative Writing,,0,Introduction to Creative Writing,
Annabella Booker,S689,Creative Writing,Fiction Writing,Fiction Writing,72,,
Annabella Booker,S689,Creative Writing,Poetry Writing,Poetry Writing,91,,
Maverick Rose,S690,Creative Writing,Introduction to Creative Writing,Introduction to Creative Writing,52,,
Maverick Rose,S690,Creative Writing,Fiction Writing,Fiction Writing,58,,
Maverick Rose,S690,Creative Writing,Poetry Writing,Poetry Writing,57,,
Gracelynn Mercer,S691,Creative Writing,Introduction to Creative Writing,,23,Introduction to Creative Writing,
Gracelynn Mercer,S691,Creative Writing,Fiction Writing,,2,Fiction Writing,
Gracelynn Mercer,S691,Creative Writing,Poetry Writing,,40,Poetry Writing,
Emory Zamora,S692,Creative Writing,Introduction to Creative Writing,Introduction to Creative Writing,85,,
Emory Zamora,S692,Creative Writing,Fiction Writing,,38,Fiction Writing,
Emory Zamora,S692,Creative Writing,Poetry Writing,,32,Poetry Writing,
Alvin Pratt,S693,Creative Writing,Introduction to Creative Writing,,31,Introduction to Creative Writing,
Alvin Pratt,S693,Creative Writing,Fiction Writing,Fiction Writing,55,,
Alvin Pratt,S693,Creative Writing,Poetry Writing,,30,Poetry Writing,
Madalynn Morales,S694,Creative Writing,Introduction to Creative Writing,Introduction to Creative Writing,91,,
Madalynn Morales,S694,Creative Writing,Fiction Writing,,21,Fiction Writing,
Madalynn Morales,S694,Creative Writing,Poetry Writing,,5,Poetry Writing,
Desmond Key,S695,Creative Writing,Introduction to Creative Writing,Introduction to Creative Writing,80,,
Desmond Key,S695,Creative Writing,Fiction Writing,,8,Fiction Writing,
Desmond Key,S695,Creative Writing,Poetry Writing,Poetry Writing,50,,
Jadiel Dillon,S696,Creative Writing,Introduction to Creative Writing,Introduction to Creative Writing,46,,
Jadiel Dillon,S696,Creative Writing,Fiction Writing,Fiction Writing,77,,
Jadiel Dillon,S696,Creative Writing,Poetry Writing,,5,Poetry Writing,
Julie Bruce,S697,Creative Writing,Introduction to Creative Writing,,2,Introduction to Creative Writing,
Julie Bruce,S697,Creative Writing,Fiction Writing,,31,Fiction Writing,
Julie Bruce,S697,Creative Writing,Poetry Writing,,25,Poetry Writing,
Curtis Baird,S699,Mathematical Economics,Mathematical Modeling,,21,Mathematical Modeling,
Curtis Baird,S699,Mathematical Economics,Econometrics,Econometrics,94,,
Curtis Baird,S699,Mathematical Economics,Game Theory,,23,Game Theory,
Braelyn Hanna,S700,Mathematical Economics,Mathematical Modeling,Mathematical Modeling,81,,
Braelyn Hanna,S700,Mathematical Economics,Econometrics,Econometrics,41,,
Braelyn Hanna,S700,Mathematical Economics,Game Theory,Game Theory,60,,
Isis Wheeler,S701,Mathematical Economics,Mathematical Modeling,Mathematical Modeling,49,,
Isis Wheeler,S701,Mathematical Economics,Econometrics,,18,Econometrics,
Isis Wheeler,S701,Mathematical Economics,Game Theory,Game Theory,79,,
Arielle Powers,S702,Mathematical Economics,Mathematical Modeling,Mathematical Modeling,55,,
Arielle Powers,S702,Mathematical Economics,Econometrics,Econometrics,82,,
Arielle Powers,S702,Mathematical Economics,Game Theory,,30,Game Theory,
Tyson Morales,S703,Mathematical Economics,Mathematical Modeling,Mathematical Modeling,56,,
Tyson Morales,S703,Mathematical Economics,Econometrics,Econometrics,65,,
Tyson Morales,S703,Mathematical Economics,Game Theory,Game Theory,41,,
Antonia Bush,S704,Mathematical Economics,Mathematical Modeling,Mathematical Modeling,96,,
Antonia Bush,S704,Mathematical Economics,Econometrics,Econometrics,50,,
Antonia Bush,S704,Mathematical Economics,Game Theory,Game Theory,97,,
Elisha Nicholson,S705,Mathematical Economics,Mathematical Modeling,Mathematical Modeling,76,,
Elisha Nicholson,S705,Mathematical Economics,Econometrics,,10,Econometrics,
Elisha Nicholson,S705,Mathematical Economics,Game Theory,Game Theory,63,,
Jasmin Pacheco,S706,Mathematical Economics,Mathematical Modeling,Mathematical Modeling,51,,
Jasmin Pacheco,S706,Mathematical Economics,Econometrics,Econometrics,93,,
Jasmin Pacheco,S706,Mathematical Economics,Game Theory,,8,Game Theory,
Alayna Ford,S707,Mathematical Economics,Mathematical Modeling,Mathematical Modeling,96,,
Alayna Ford,S707,Mathematical Economics,Econometrics,Econometrics,79,,
Alayna Ford,S707,Mathematical Economics,Game Theory,Game Theory,93,,
Seamus Keith,S708,Mathematical Economics,Mathematical Modeling,,7,Mathematical Modeling,
Seamus Keith,S708,Mathematical Economics,Econometrics,Econometrics,65,,
Seamus Keith,S708,Mathematical Economics,Game Theory,Game Theory,53,,
Adrien Floyd,S709,Mathematical Economics,Mathematical Modeling,Mathematical Modeling,87,,
Adrien Floyd,S709,Mathematical Economics,Econometrics,Econometrics,88,,
Adrien Floyd,S709,Mathematical Economics,Game Theory,Game Theory,84,,
Kael Guzman,S710,Mathematical Economics,Mathematical Modeling,,31,Mathematical Modeling,
Kael Guzman,S710,Mathematical Economics,Econometrics,,26,Econometrics,
Kael Guzman,S710,Mathematical Economics,Game Theory,Game Theory,93,,
Johnathon Nixon,S711,Mathematical Economics,Mathematical Modeling,,0,Mathematical Modeling,
Johnathon Nixon,S711,Mathematical Economics,Econometrics,Econometrics,96,,
Johnathon Nixon,S711,Mathematical Economics,Game Theory,Game Theory,77,,
Kylee Molina,S713,Music Theory,Music Composition Techniques,Music Composition Techniques,70,,
Kylee Molina,S713,Music Theory,Orchestration,Orchestration,43,,
Kylee Molina,S713,Music Theory,Counterpoint,,22,Counterpoint,
Ayla Spears,S714,Music Theory,Music Composition Techniques,Music Composition Techniques,95,,
Ayla Spears,S714,Music Theory,Orchestration,,24,Orchestration,
Ayla Spears,S714,Music Theory,Counterpoint,Counterpoint,87,,
Hezekiah Powers,S715,Music Theory,Music Composition Techniques,,27,Music Composition Techniques,
Hezekiah Powers,S715,Music Theory,Orchestration,,31,Orchestration,
Hezekiah Powers,S715,Music Theory,Counterpoint,,12,Counterpoint,
Tianna Graham,S716,Music Theory,Music Composition Techniques,Music Composition Techniques,59,,
Tianna Graham,S716,Music Theory,Orchestration,Orchestration,74,,
Tianna Graham,S716,Music Theory,Counterpoint,Counterpoint,76,,
Branson Cohen,S717,Music Theory,Music Composition Techniques,,21,Music Composition Techniques,
Branson Cohen,S717,Music Theory,Orchestration,Orchestration,61,,
Branson Cohen,S717,Music Theory,Counterpoint,Counterpoint,88,,
Bailee Michael,S718,Music Theory,Music Composition Techniques,Music Composition Techniques,79,,
Bailee Michael,S718,Music Theory,Orchestration,,6,Orchestration,
Bailee Michael,S718,Music Theory,Counterpoint,Counterpoint,85,,
Tess Logan,S719,Music Theory,Music Composition Techniques,,5,Music Composition Techniques,
Tess Logan,S719,Music Theory,Orchestration,,37,Orchestration,
Tess Logan,S719,Music Theory,Counterpoint,Counterpoint,44,,
Mathias Blanchard,S721,Physical Education,Physical Education and Health,Physical Education and Health,84,,
Mathias Blanchard,S721,Physical Education,Sports Psychology,,28,Sports Psychology,
Mathias Blanchard,S721,Physical Education,Exercise Physiology,Exercise Physiology,86,,
Myah Fowler,S722,Physical Education,Physical Education and Health,Physical Education and Health,52,,
Myah Fowler,S722,Physical Education,Sports Psychology,Sports Psychology,45,,
Myah Fowler,S722,Physical Education,Exercise Physiology,,36,Exercise Physiology,
Tristian David,S723,Physical Education,Physical Education and Health,Physical Education and Health,50,,
Tristian David,S723,Physical Education,Sports Psychology,Sports Psychology,77,,
Tristian David,S723,Physical Education,Exercise Physiology,,12,Exercise Physiology,
Alivia Burke,S724,Physical Education,Physical Education and Health,,36,Physical Education and Health,
Alivia Burke,S724,Physical Education,Sports Psychology,Sports Psychology,82,,
Alivia Burke,S724,Physical Education,Exercise Physiology,,17,Exercise Physiology,
Omari Rush,S725,Physical Education,Physical Education and Health,Physical Education and Health,47,,
Omari Rush,S725,Physical Education,Sports Psychology,,29,Sports Psychology,
Omari Rush,S725,Physical Education,Exercise Physiology,,10,Exercise Physiology,
Harlow Delacruz,S726,Physical Education,Physical Education and Health,Physical Education and Health,58,,
Harlow Delacruz,S726,Physical Education,Sports Psychology,Sports Psychology,60,,
Harlow Delacruz,S726,Physical Education,Exercise Physiology,,4,Exercise Physiology,
Madilynn Preston,S727,Physical Education,Physical Education and Health,Physical Education and Health,77,,
Madilynn Preston,S727,Physical Education,Sports Psychology,,30,Sports Psychology,
Madilynn Preston,S727,Physical Education,Exercise Physiology,,40,Exercise Physiology,
Heath Christian,S728,Physical Education,Physical Education and Health,,11,Physical Education and Health,
Heath Christian,S728,Physical Education,Sports Psychology,Sports Psychology,70,,
Heath Christian,S728,Physical Education,Exercise Physiology,,0,Exercise Physiology,
Braeden Kaiser,S729,Physical Education,Physical Education and Health,Physical Education and Health,73,,
Braeden Kaiser,S729,Physical Education,Sports Psychology,,9,Sports Psychology,
Braeden Kaiser,S729,Physical Education,Exercise Physiology,,33,Exercise Physiology,
Amiya Maynard,S730,Physical Education,Physical Education and Health,Physical Education and Health,42,,
Amiya Maynard,S730,Physical Education,Sports Psychology,Sports Psychology,41,,
Amiya Maynard,S730,Physical Education,Exercise Physiology,Exercise Physiology,70,,
Mara Chaney,S731,Physical Education,Physical Education and Health,Physical Education and Health,48,,
Mara Chaney,S731,Physical Education,Sports Psychology,Sports Psychology,61,,
Mara Chaney,S731,Physical Education,Exercise Physiology,Exercise Physiology,77,,
Jovani Roberson,S732,Physical Education,Physical Education and Health,Physical Education and Health,97,,
Jovani Roberson,S732,Physical Education,Sports Psychology,,24,Sports Psychology,
Jovani Roberson,S732,Physical Education,Exercise Physiology,,22,Exercise Physiology,
Titus Morse,S733,Physical Education,Physical Education and Health,Physical Education and Health,41,,
Titus Morse,S733,Physical Education,Sports Psychology,,7,Sports Psychology,
Titus Morse,S733,Physical Education,Exercise Physiology,Exercise Physiology,54,,
Sofia Rocha,S734,Physical Education,Physical Education and Health,,10,Physical Education and Health,
Sofia Rocha,S734,Physical Education,Sports Psychology,,28,Sports Psychology,
